nest,nest_letter,forest,forest_binary,pit,pit_letter,initiation_clutch,sample_ID,sample,year,river,period,outcome,s_f,dect_days,type,sample_time_hours,sample_elapsed_min,tol,mass,smi,testosterone,testosterone_limit,testosterone_nada,dht,dht_limit,dht_nada,cortisol,cortisol_limit,cortisol_detected,cortisol_nada,corticosterone,corticosterone_limit,corticosterone_nada,leeches,leeches_binomial,run,run_year
310_20,AO,67.8,high,92271,AD,282,201,201_3,2020,s,initiation,cannibal,0,1,t60,13.25,59.8,46.5,650,442.01,7.65,0,FALSE,6.5031,0,FALSE,5.525,0,1,FALSE,4.8463,0,FALSE,5,1,3,2022
310_20,AO,67.8,high,92271,AD,282,81,81_3,2020,s,initiation,cannibal,0,1,t0,12.3,2.95,46.5,650,442.01,6.92,0,FALSE,8.0553,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,5,1,3,2022
310_21,AP,67.8,high,967724,AE,281,31,31_3,2021,s,initiation,success,1,1,t60,12.12,59.8,46,680,477.98,6.72,0,FALSE,1,1,TRUE,3.372,0,1,FALSE,2.0107,0,FALSE,5,1,3,2022
310_21,AP,67.8,high,967724,AE,281,36,36_3,2021,s,one month,success,1,33,t0,11.36,3.03,47,645,424.47,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
310_21,AP,67.8,high,967724,AE,281,38,38_3,2021,s,one month,success,1,33,t60,12.34,61.6,47,645,424.47,0.2,1,TRUE,1,1,TRUE,11.8028,0,1,FALSE,1.5056,0,FALSE,0,0,3,2022
310_21,AP,67.8,high,967724,AE,281,75,75_3,2021,s,initiation,success,1,1,t0,11.14,1.28,46,680,477.98,8.35,0,FALSE,3.6197,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,5,1,3,2022
325_20,AQ,67.8,high,565092,AF,523,135,135_3,2020,s,one month,success,1,30,t60,15.78,61.55,38.8,340,402.58,0.77,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
325_20,AQ,67.8,high,565092,AF,523,157,157_3,2020,s,one month,success,1,30,t0,14.8,2.23,38.8,340,402.58,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
325_20,AQ,67.8,high,565092,AF,523,17,17_3,2020,s,initiation,success,1,2,t0,13.51,3.12,39.2,340,390.13,49.46,0,FALSE,19.7221,0,FALSE,0.8,1,0,TRUE,0.971,0,FALSE,1,1,3,2022
325_20,AQ,67.8,high,565092,AF,523,172,172_3,2020,s,initiation,success,1,2,t60,14.49,61.6,39.2,340,390.13,46.37,0,FALSE,19.3109,0,FALSE,3.2149,0,1,FALSE,0.8,1,TRUE,1,1,3,2022
327_18,AR,67.8,high,918420,AG,183,126,126,2018,s,one month,success,1,33,t0,10.34,1.2,40.6,385,396.74,0.32,0,FALSE,1,1,TRUE,0.9626,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
327_18,AR,67.8,high,918420,AG,183,179,179,2018,s,one month,success,1,33,t60,11.32,60.05,40.6,385,396.74,0.35,0,FALSE,1,1,TRUE,5.7346,0,1,FALSE,0.8,1,TRUE,0,0,2,2019
327_18,AR,67.8,high,918420,AG,183,266,266,2018,s,initiation,success,1,1,t0,12.19,3.22,41.7,410,389.28,8.82,0,FALSE,6.8723,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
327_18,AR,67.8,high,918420,AG,183,367,367,2018,s,initiation,success,1,1,t60,13.22,61.75,41.7,410,389.28,9.1,0,FALSE,11.5483,0,FALSE,3.5632,0,1,FALSE,0.8,1,TRUE,0,0,2,2019
328_20,AS,67.8,high,80277,AH,298,142,142_3,2020,s,initiation,cannibal,0,1,t0,13.49,2.73,43.4,450,378.03,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
328_20,AS,67.8,high,80277,AH,298,155,155_3,2020,s,one month,cannibal,0,31,t60,12.67,61.1,44.2,620,492.5,0.2,1,TRUE,1,1,TRUE,7.678,0,1,FALSE,0.8,1,TRUE,1,1,3,2022
328_20,AS,67.8,high,80277,AH,298,62,62_3,2020,s,one month,cannibal,0,31,t0,11.68,2.03,44.2,620,492.5,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,3,2022
328_20,AS,67.8,high,80277,AH,298,69,69_3,2020,s,initiation,cannibal,0,1,t60,14.45,60.58,43.4,450,378.03,1.45,0,FALSE,1,1,TRUE,6.508,0,1,FALSE,1.2142,0,FALSE,0,0,3,2022
329_17,AT,67.8,high,917001,AI,198,9,9,2017,s,one month,success,1,34,t0,13.39,1.7,40,500,539.29,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
329_17,AT,67.8,high,917001,AI,198,11,11,2017,s,initiation,success,1,1,t0,15.7,2.22,39.5,405,453.99,57.28,0,FALSE,18.7283,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
329_17,AT,67.8,high,917001,AI,198,225,225,2017,s,initiation,success,1,1,t60,16.75,63.08,39.5,405,453.99,70.64,0,FALSE,25.8308,0,FALSE,4.698,0,1,FALSE,4.8745,0,FALSE,0,0,1,2019
329_17,AT,67.8,high,917001,AI,198,369,369,2017,s,one month,success,1,34,t60,14.36,59.67,40,500,539.29,0.38,0,FALSE,1,1,TRUE,4.1586,0,1,FALSE,0.8809,0,FALSE,0,0,2,2019
329_18,AU,67.8,high,917001,AI,590,55,55,2018,s,initiation,cannibal,0,1,t0,12.93,2.57,42.8,450,394.5,15.15,0,FALSE,8.7613,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
329_18,AU,67.8,high,917001,AI,590,131,131,2018,s,initiation,cannibal,0,1,t60,13.92,59.38,42.8,450,394.5,15.97,0,FALSE,10.1966,0,FALSE,6.0418,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
329_18,AU,67.8,high,917001,AI,590,242,242,2018,s,one month,cannibal,0,33,t60,11.69,61.82,41.9,595,556.71,0.38,0,FALSE,1,1,TRUE,8.0101,0,1,FALSE,2.2669,0,FALSE,0,0,1,2019
329_18,AU,67.8,high,917001,AI,590,287,287,2018,s,one month,cannibal,0,33,t0,10.68,1.68,41.9,595,556.71,0.25,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
334_20,AV,67.9,high,567097,AJ,322,189,189_3,2020,s,initiation,cannibal,0,1,t60,14.47,62.7,45.4,450,329.3,14.24,0,FALSE,6.1637,0,FALSE,4.0937,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
334_20,AV,67.9,high,567097,AJ,322,191,191_3,2020,s,one month,cannibal,0,32,t60,13.95,61.77,45.5,605,439.74,0.2,1,TRUE,1,1,TRUE,6.453,0,1,FALSE,2.5105,0,FALSE,0,0,3,2022
334_20,AV,67.9,high,567097,AJ,322,217,217_3,2020,s,initiation,cannibal,0,1,t0,13.45,1.83,45.4,450,329.3,13.11,0,FALSE,4.6862,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
334_20,AV,67.9,high,567097,AJ,322,35,35_3,2020,s,one month,cannibal,0,32,t0,12.95,1.8,45.5,605,439.74,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
337_17,AW,67.9,high,868832,W,241,44,44,2017,s,initiation,cannibal,0,2,t0,14.3,2.62,48.8,710,416.44,19.78,0,FALSE,14.9484,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
337_17,AW,67.9,high,868832,W,241,45,45,2017,s,one month,cannibal,0,31,t60,13.64,60.33,48.9,940,547.89,0.68,0,FALSE,1,1,TRUE,9.5724,0,1,FALSE,4.4517,0,FALSE,0,0,1,2019
337_17,AW,67.9,high,868832,W,241,204,204,2017,s,initiation,cannibal,0,2,t60,15.34,62.83,48.8,710,416.44,22.22,0,FALSE,20.8495,0,FALSE,6.2156,0,1,FALSE,2.5144,0,FALSE,0,0,1,2019
337_17,AW,67.9,high,868832,W,241,370,370,2017,s,one month,cannibal,0,31,t0,12.65,1.18,48.9,940,547.89,0.39,0,FALSE,1,1,TRUE,1.6379,0,1,FALSE,0.8,1,TRUE,0,0,2,2019
337_20,AX,67.9,high,563788,AK,274,107,107_3,2020,s,one month,cannibal,0,34,t0,12.3,2.03,44.9,540,408.79,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
337_20,AX,67.9,high,563788,AK,274,131,131_3,2020,s,initiation,cannibal,0,2,t0,13.02,1.95,45.6,475,342.94,22.2,0,FALSE,14.399,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
337_20,AX,67.9,high,563788,AK,274,48,48_3,2020,s,initiation,cannibal,0,2,t60,14,61,45.6,475,342.94,24.37,0,FALSE,16.6706,0,FALSE,5.1675,0,1,FALSE,8.5631,0,FALSE,0,0,3,2022
337_20,AX,67.9,high,563788,AK,274,97,97_3,2020,s,one month,cannibal,0,34,t60,13.27,60.08,44.9,540,408.79,0.2,1,TRUE,1,1,TRUE,5.8125,0,1,FALSE,1.1888,0,FALSE,0,0,3,2022
339_18,AY,67.9,high,918482,AL,206,130,130,2018,s,initiation,success,1,0,t0,15.91,1.77,40.3,370,390.04,1.02,0,FALSE,1.0333,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
339_18,AY,67.9,high,918482,AL,206,232,232,2018,s,one month,success,1,25,t0,12.8,1.33,40.9,395,397.97,0.29,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
339_18,AY,67.9,high,918482,AL,206,235,235,2018,s,initiation,success,1,0,t60,16.91,59.93,40.3,370,390.04,1.22,0,FALSE,1.8694,0,FALSE,7.2153,0,1,FALSE,1.8462,0,FALSE,0,0,1,2019
339_18,AY,67.9,high,918482,AL,206,280,280,2018,s,one month,success,1,25,t60,13.78,60.48,40.9,395,397.97,0.36,0,FALSE,1,1,TRUE,8.4175,0,1,FALSE,2.913,0,FALSE,0,0,1,2019
34_17,AZ,66.5,high,5E0C14,AM,189,112,112,2017,s,one month,cannibal,0,29,t0,14.3,2.48,46.6,680,459.38,0.28,0,FALSE,1,1,TRUE,2.4916,0,1,FALSE,0.8,1,TRUE,1,1,1,2019
34_17,AZ,66.5,high,5E0C14,AM,189,136,136,2017,s,one month,cannibal,0,29,t60,15.34,64.63,46.6,680,459.38,0.42,0,FALSE,1,1,TRUE,13.2233,0,1,FALSE,3.8018,0,FALSE,1,1,1,2019
34_17,AZ,66.5,high,5E0C14,AM,189,251,251,2017,s,initiation,cannibal,0,2,t0,12.49,10.42,46.2,600,416.18,31.19,0,FALSE,14.0251,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,4,1,1,2019
34_17,AZ,66.5,high,5E0C14,AM,189,261,261,2017,s,initiation,cannibal,0,2,t60,13.59,65.52,46.2,600,416.18,35.64,0,FALSE,17.4153,0,FALSE,5.9233,0,1,FALSE,1.8523,0,FALSE,4,1,1,2019
348_17,BA,67.8,high,891002,AN,364,68,68,2017,s,one month,success,1,32,t0,14.77,1.5,47.4,580,371.92,0.28,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
348_17,BA,67.8,high,891002,AN,364,184,184,2017,s,initiation,success,1,2,t60,13.43,52.02,46.7,560,375.84,16.88,0,FALSE,12.7775,0,FALSE,5.4446,0,1,FALSE,2.2104,0,FALSE,0,0,2,2019
348_17,BA,67.8,high,891002,AN,364,206,206,2017,s,one month,success,1,32,t60,15.73,59.08,47.4,580,371.92,0.39,0,FALSE,1,1,TRUE,7.6436,0,1,FALSE,3.1581,0,FALSE,0,0,1,2019
348_17,BA,67.8,high,891002,AN,364,224,224,2017,s,initiation,success,1,2,t0,12.57,2.2,46.7,560,375.84,19.49,0,FALSE,9.9505,0,FALSE,1.4774,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
349_20,BB,55.2,low,75421,AO,350,108,108_3,2020,m,initiation,cannibal,0,5,t0,13.71,2.85,50.7,810,422.63,25.4281,0,FALSE,11.1795,0,FALSE,0.9908,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
349_20,BB,55.2,low,75421,AO,350,223,223_3,2020,m,initiation,cannibal,0,5,t60,14.72,63.18,50.7,810,422.63,29.9517,0,FALSE,11.3339,0,FALSE,14.7035,0,1,FALSE,1.5772,0,FALSE,0,0,3,2022
359_21,BC,66.5,high,980243,M,358,8,8_3,2021,s,one month,success,1,33,t60,14.15,63.07,46.1,620,432.92,0.2,1,TRUE,1,1,TRUE,4.7856,0,1,FALSE,1.151,0,FALSE,0,0,3,2022
359_21,BC,66.5,high,980243,M,358,93,93_3,2021,s,one month,success,1,33,t0,NA,NA,46.1,620,432.92,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
359_21,BC,66.5,high,980243,M,358,94,94_3,2021,s,initiation,success,1,1,t60,13.95,61.23,45.9,600,424.57,58.22,0,FALSE,19.9696,0,FALSE,3.2889,0,1,FALSE,0.8,1,TRUE,3,1,3,2022
359_21,BC,66.5,high,980243,M,358,96,96_3,2021,s,initiation,success,1,1,t0,12.98,2.57,45.9,600,424.57,50.2,0,FALSE,13.6453,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,3,1,3,2022
363_21,BD,61.9,low,564982,AP,359,207,207_3,2021,s,one month,cannibal,0,30,t60,12.59,61.73,51.5,965,479.92,0.2,1,TRUE,1,1,TRUE,10.9657,0,1,FALSE,3.1734,0,FALSE,0,0,3,2022
363_21,BD,61.9,low,564982,AP,359,221,221_3,2021,s,one month,cannibal,0,30,t0,11.6,2.7,51.5,965,479.92,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
363_21,BD,61.9,low,564982,AP,359,58,58_3,2021,s,initiation,cannibal,0,1,t0,11.08,1.4,51.5,910,452.57,14.4505,0,FALSE,4.4759,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
363_21,BD,61.9,low,564982,AP,359,76,76_3,2021,s,initiation,cannibal,0,1,t60,12.06,60.13,51.5,910,452.57,17.2745,0,FALSE,4.9262,0,FALSE,1.8593,0,1,FALSE,0.8241,0,FALSE,0,0,3,2022
402_18,BE,64.3,high,16829,AQ,NA,3,3,2018,s,one month,success,1,NA,t60,16.8,60.93,43.1,495,424.76,0.2,1,TRUE,1,1,TRUE,5.2561,0,1,FALSE,1.0655,0,FALSE,2,1,1,2019
402_18,BE,64.3,high,16829,AQ,NA,241,241,2018,s,one month,success,1,NA,t0,15.8,1.1,43.1,495,424.76,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,2,2019
404_17,BF,64.3,high,788628,B,265,43,43,2017,s,one month,success,1,33,t0,14.3,3,43.7,600,493.51,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,1,2019
404_17,BF,64.3,high,788628,B,265,182,182,2017,s,one month,success,1,33,t60,15.35,65.98,43.7,600,493.51,0.2,1,TRUE,1,1,TRUE,9.5067,0,1,FALSE,0.8,1,TRUE,1,1,2,2019
404_17,BF,64.3,high,788628,B,265,245,245,2017,s,initiation,success,1,3,t60,12.62,59.77,42.5,570,510.59,28.95,0,FALSE,11.3498,0,FALSE,4.0863,0,1,FALSE,1.6872,0,FALSE,0,0,1,2019
404_17,BF,64.3,high,788628,B,265,264,264,2017,s,initiation,success,1,3,t0,11.62,0.8,42.5,570,510.59,22.01,0,FALSE,6.9392,0,FALSE,1.0573,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
413_17,BG,61.9,low,781993,AR,847,100,100_3,2017,s,one month,cannibal,0,28,t0,12.72,2.18,46.6,745,503.29,0.2,1,TRUE,1,1,TRUE,2.3131,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
413_17,BG,61.9,low,781993,AR,847,141,141_3,2017,s,initiation,cannibal,0,1,t60,16.64,60.25,46.7,600,402.68,2.2069,0,FALSE,1,1,TRUE,3.7595,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
413_17,BG,61.9,low,781993,AR,847,6,6_3,2017,s,initiation,cannibal,0,1,t0,15.66,1.22,46.7,600,402.68,1.586,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
413_17,BG,61.9,low,781993,AR,847,88,88_3,2017,s,one month,cannibal,0,28,t60,13.66,58.33,46.6,745,503.29,0.2,1,TRUE,1,1,TRUE,10.9317,0,1,FALSE,4.3622,0,FALSE,0,0,3,2022
413_19,BH,61.9,low,781993,AR,303,125,125_3,2019,s,one month,cannibal,0,32,t0,10.49,1.28,49,690,399.67,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
413_19,BH,61.9,low,781993,AR,303,14,14_3,2019,s,initiation,cannibal,0,1,t60,14.24,64.52,48.5,640,382.54,20.0566,0,FALSE,13.3131,0,FALSE,9.9982,0,1,FALSE,1.4019,0,FALSE,0,0,3,2022
413_19,BH,61.9,low,781993,AR,303,53,53_3,2019,s,initiation,cannibal,0,1,t0,13.2,1.58,48.5,640,382.54,18.8534,0,FALSE,8.9095,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
413_19,BH,61.9,low,781993,AR,303,78,78_3,2019,s,one month,cannibal,0,32,t60,11.5,61.83,49,690,399.67,0.2,1,TRUE,1,1,TRUE,7.4567,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
416_20,BI,61.9,low,781993,AR,510,102,102_3,2020,s,initiation,cannibal,0,1,t0,10.54,2.12,49,650,376.5,2.8845,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
416_20,BI,61.9,low,781993,AR,510,132,132_3,2020,s,initiation,cannibal,0,1,t60,11.52,61.27,49,650,376.5,2.9547,0,FALSE,1,1,TRUE,5.973,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
423_20,BJ,55.2,low,75617,AS,284,234,234_3,2020,m,initiation,cannibal,0,1,t60,11.13,66.05,44,640,515.5,4.8336,0,FALSE,1,1,TRUE,6.9684,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
423_20,BJ,55.2,low,75617,AS,284,5,5_3,2020,m,one month,cannibal,0,28,t60,16.24,61.33,44.8,750,571.66,0.2,1,TRUE,1,1,TRUE,24.0877,0,1,FALSE,5.6388,0,FALSE,0,0,3,2022
423_20,BJ,55.2,low,75617,AS,284,51,51_3,2020,m,initiation,cannibal,0,1,t0,10.06,2,44,640,515.5,5.155,0,FALSE,3.0384,0,FALSE,0.8,1,0,TRUE,1.4269,0,FALSE,0,0,3,2022
